Mod:Item:MetaData, Localized Name
industrialupgrade:modules:13, Module: Morning, afternoon and evening II
industrialupgrade:modules:14, Module: Morning, afternoon and evening III
industrialupgrade:modules:15, Module: Second Sun I
industrialupgrade:modules:16, Module: Second Sun II
industrialupgrade:modules:17, Module: Second Sun III
industrialupgrade:additionmodule:0, Module: Privacy
industrialupgrade:additionmodule:1, Module: Panel Tier Up
industrialupgrade:additionmodule:2, Module: Panel Tier Down
industrialupgrade:additionmodule:3, Module: Item Charge
industrialupgrade:additionmodule:4, Module: RF-Energy
industrialupgrade:additionmodule:5, Module: Instant Wireless Armor Charging
industrialupgrade:additionmodule:6, Module: Instant Wireless Tool Charging
industrialupgrade:additionmodule:7, Module: Instant Wireless Armor Charging (RF)
industrialupgrade:additionmodule:8, Module: Instant Wireless Tool Charging (RF)
industrialupgrade:additionmodule:9, Module: Purifier
industrialupgrade:additionmodule:10, Wireless Module
industrialupgrade:modultype:0, Module: Air Panel
industrialupgrade:modultype:1, Module: Earth Panel
industrialupgrade:modultype:2, Module: Nether Panel
industrialupgrade:modultype:3, Module: Ender Panel
industrialupgrade:modultype:4, Module: Night Panel
industrialupgrade:modultype:5, Module: Day Panel
industrialupgrade:modultype:6, Module: Rain Panel
industrialupgrade:modulestype:0, Module: Advanced Solar Panel
industrialupgrade:modulestype:1, Module: §3Hybrid Solar Panel
industrialupgrade:modulestype:2, Module: §9Perfect Solar Panel
industrialupgrade:modulestype:3, Module: §2Quantum Solar Panel
industrialupgrade:modulestype:4, Module: §eSpectral Solar Panel
industrialupgrade:modulestype:5, Module: §5Protonic Solar Panel
industrialupgrade:modulestype:6, Module: §8Singular Solar Panel
industrialupgrade:modulestype:7, Module: §cDiffractive Solar Panel
industrialupgrade:modulestype:8, Module: §aPhotonic Solar Panel
industrialupgrade:modulestype:9, Module: §9Neutron Solar Panel
industrialupgrade:modulestype:10, Module: Baryon Solar Panel
industrialupgrade:modulestype:11, Module: Hadron Solar Panel
industrialupgrade:modulestype:12, Module: Graviton Solar Panel
industrialupgrade:modulestype:13, Module: Quark Solar Panel
industrialupgrade:wind_meter, Wind Meter
industrialupgrade:rotorupgrade_schemes, iu.rotorupgrade_schemes.name.name
industrialupgrade:spectral_box, iu.spectral_box.name.name
industrialupgrade:adv_spectral_box, iu.adv_spectral_box.name.name
industrialupgrade:coal_chunk, iu.coal_chunk.name.name
industrialupgrade:compresscarbon, iu.compresscarbon.name.name
industrialupgrade:compresscarbonultra, iu.compresscarbonultra.name.name
industrialupgrade:photoniy, iu.photoniy.name.name
industrialupgrade:photoniy_ingot, iu.photoniy_ingot.name.name
industrialupgrade:quantumitems2, iu.quantumitems2.name.name
industrialupgrade:quantumitems3, iu.quantumitems3.name.name
industrialupgrade:expmodule, iu.expmodule.name.name
industrialupgrade:quantumitems4, iu.quantumitems4.name.name
industrialupgrade:nanobox, iu.nanobox.name.name
industrialupgrade:module_schedule, iu.module_schedule.name.name
industrialupgrade:quantumitems6, iu.quantumitems6.name.name
industrialupgrade:quantumitems7, iu.quantumitems7.name.name
industrialupgrade:neutronium, iu.neutronium.name.name
industrialupgrade:plast, iu.plast.name.name
industrialupgrade:module_stack, iu.module_stack.name.name
industrialupgrade:module_quickly, iu.module_quickly.name.name
industrialupgrade:module_storage, iu.module_storage.name.name
industrialupgrade:plastic_plate, iu.plastic_plate.name.name
industrialupgrade:doublescrapbox, iu.doublescrapbox.name.name
industrialupgrade:quarrymodule, iu.quarrymodule.name.name
industrialupgrade:analyzermodule, iu.analyzermodule.name.name
industrialupgrade:radiationresources:0, Americium Gem
industrialupgrade:radiationresources:1, Neptunium Gem
industrialupgrade:radiationresources:2, Curium Gem
industrialupgrade:radiationresources:3, Californium Gem
industrialupgrade:radiationresources:4, Irradiant Thorium
industrialupgrade:radiationresources:5, Mendelevium Gem
industrialupgrade:radiationresources:6, Berkelium Gem
industrialupgrade:radiationresources:7, Einsteinium Gem
industrialupgrade:radiationresources:8, Uranium-233
industrialupgrade:protonshard, iu.protonshard.name
industrialupgrade:proton, iu.proton.name
industrialupgrade:toriy, iu.toriy.name
industrialupgrade:itemsunnarium:0, Enriched Solarite
industrialupgrade:itemsunnarium:1, Enriched Solarite Plate
industrialupgrade:itemsunnarium:2, Solarite Plate
industrialupgrade:itemsunnarium:3, Solarite
industrialupgrade:itemsunnarium:4, Solarite Piece
industrialupgrade:itemsunnariumpanel:0, Hybrid Solarite Plate
industrialupgrade:itemsunnariumpanel:1, Perfect Solarite Plate
industrialupgrade:itemsunnariumpanel:2, Quantum Solarite Plate
industrialupgrade:itemsunnariumpanel:3, Spectral Solarite Plate
industrialupgrade:itemsunnariumpanel:4, Protonic Solarite Plate
industrialupgrade:itemsunnariumpanel:5, Singular Solarite Plate
industrialupgrade:itemsunnariumpanel:6, Diffractive Solarite Plate
industrialupgrade:itemsunnariumpanel:7, Photonic Solarite Plate
industrialupgrade:itemsunnariumpanel:8, Neutron Solarite Plate
industrialupgrade:itemsunnariumpanel:9, Baryon Solarite Plate
industrialupgrade:itemsunnariumpanel:10, Hadron Solarite Plate
industrialupgrade:itemsunnariumpanel:11, Graviton Solarite Plate
industrialupgrade:itemsunnariumpanel:12, Quark Solarite Plate
industrialupgrade:anode, iu.anode.name
industrialupgrade:cathode, iu.cathode.name
industrialupgrade:alloycasing:0, Aluminium Bronze Item Casing
industrialupgrade:alloycasing:1, Titanium Aluminide Item Casing
industrialupgrade:alloycasing:2, Red Brass Item Casing
industrialupgrade:alloycasing:3, Muntz Metal Item Casing
industrialupgrade:alloycasing:4, Nichrome Item Casing
industrialupgrade:alloycasing:5, Alclad Item Casing
industrialupgrade:alloycasing:6, Vanadium Aluminium Item Casing
industrialupgrade:alloycasing:7, Vitalium Item Casing
industrialupgrade:alloycasing:8, Duralumin Item Casing
industrialupgrade:alloycasing:9, Ferromanganese Item Casing
industrialupgrade:alloydoubleplate:0, Dense Aluminium Bronze Plate
industrialupgrade:alloydoubleplate:1, Dense Titanium Aluminide Plate
industrialupgrade:alloydoubleplate:2, Dense Red Brass Plate
industrialupgrade:alloydoubleplate:3, Dense Muntz Metal Plate
industrialupgrade:alloydoubleplate:4, Dense Nichrome Plate
industrialupgrade:alloydoubleplate:5, Dense Alclad Plate
industrialupgrade:alloydoubleplate:6, Dense Vanadium Aluminium Plate
industrialupgrade:alloydoubleplate:7, Dense Vitalium Plate
industrialupgrade:alloydoubleplate:8, Dense Duralumin Plate
industrialupgrade:alloydoubleplate:9, Dense Ferromanganese Plate
industrialupgrade:alloydust:0, Aluminium Bronze Dust
industrialupgrade:alloydust:1, Titanium Aluminide Dust
industrialupgrade:alloydust:2, Red Brass Dust
industrialupgrade:alloydust:3, Muntz Metal Dust
industrialupgrade:alloydust:4, Nichrome Dust
industrialupgrade:alloydust:5, Alclad Dust
industrialupgrade:alloydust:6, Vanadium Aluminium Dust
industrialupgrade:alloydust:7, Vitalium Dust
industrialupgrade:alloydust:8, Duralumin Dust
industrialupgrade:alloydust:9, Ferromanganese Dust
industrialupgrade:alloyingot:0, Aluminium Bronze Ingot
industrialupgrade:alloyingot:1, Titanium Aluminide Ingot
industrialupgrade:alloyingot:2, Red Brass Ingot
industrialupgrade:alloyingot:3, Muntz Metal Ingot
industrialupgrade:alloyingot:4, Nichrome Ingot
industrialupgrade:alloyingot:5, Alclad Ingot
industrialupgrade:alloyingot:6, Vanadium Aluminium Ingot
industrialupgrade:alloyingot:7, Vitalium Ingot
industrialupgrade:alloyingot:8, Duralumin Ingot
industrialupgrade:alloyingot:9, Ferromanganese Ingot
industrialupgrade:alloynugget:0, Aluminium Bronze Nugget
industrialupgrade:alloynugget:1, Titanium Aluminide Nugget
industrialupgrade:alloynugget:2, Red Brass Nugget
industrialupgrade:alloynugget:3, Muntz Metal Nugget
industrialupgrade:alloynugget:4, Nichrome Nugget
industrialupgrade:alloynugget:5, Alclad Nugget
industrialupgrade:alloynugget:6, Vanadium Aluminium Nugget
industrialupgrade:alloynugget:7, Vitalium Nugget
industrialupgrade:alloynugget:8, Duralumin Nugget
industrialupgrade:alloynugget:9, Ferromanganese Nugget
industrialupgrade:alloyplate:0, Aluminium Bronze Plate 
industrialupgrade:alloyplate:1, Titanium Aluminide Plate
industrialupgrade:alloyplate:2, Red Brass Plate
industrialupgrade:alloyplate:3, Muntz Metal Plate
industrialupgrade:alloyplate:4, Nichrome Plate
industrialupgrade:alloyplate:5, Alclad Plate
industrialupgrade:alloyplate:6, Vanadium Aluminium Plate
industrialupgrade:alloyplate:7, Vitalium Plate
industrialupgrade:alloyplate:8, Duralumin Plate
industrialupgrade:alloyplate:9, Ferromanganese Plate
industrialupgrade:preciousgem:0, Ruby
industrialupgrade:preciousgem:1, Sapphire
industrialupgrade:preciousgem:2, Topaz
industrialupgrade:advventspread, iu.advventspread.name
industrialupgrade:impventspread, iu.impventspread.name
industrialupgrade:reactoradvvent, iu.reactoradvvent.name
industrialupgrade:reactorimpvent, iu.reactorimpvent.name
industrialupgrade:reactorcondensatordiamond, iu.reactorcondensatordiamond.name
industrialupgrade:advheatswitch, iu.advheatswitch.name
industrialupgrade:impheatswitch, iu.impheatswitch.name
industrialupgrade:reactorcoolantmax, iu.reactorcoolantmax.name
industrialupgrade:reactorcoolanttwelve, iu.reactorcoolanttwelve.name
industrialupgrade:upgradekitpanel:0, Advanced Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:1, Hybrid Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:2, Perfect Hybrid Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:3, Quantum Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:4, Spectral Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:5, Protonic Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:6, Singular Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:7, Diffractive Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:8, Photonic Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:9, Neutron Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:10, Baryon Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:11, Hadron Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:12, Graviton Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:13, Quark Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:14, Draconic Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:15, Awakened Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:16, Chaotic Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:17, Manasteel Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:18, Elementium Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:19, Terrasteel Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:20, Neutronium Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:21, Infinity Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:22, Thaumium Solar Panel Upgrade Kit
industrialupgrade:upgradekitpanel:23, Void Solar Panel Upgrade Kit
industrialupgrade:magnet, Magnet
industrialupgrade:impmagnet, Improved Magnet
industrialupgrade:purifier, Purifier
industrialupgrade:entitymodules:0, Hunter Module: Player
industrialupgrade:entitymodules:1, Hunter Module: Mob
industrialupgrade:itemcell:0, Cell
industrialupgrade:itemcell:1, Neutron Cell
industrialupgrade:itemcell:2, Helium Cell
industrialupgrade:itemcell:3, Gasoline Cell
industrialupgrade:itemcell:4, Diesel Cell
industrialupgrade:itemcell:5, Oil Cell
industrialupgrade:itemcell:6, Polyethylene Cell
industrialupgrade:itemcell:7, Polypropylene Cell
industrialupgrade:itemcell:8, Oxygen Cell
industrialupgrade:itemcell:9, Hydrogen Cell
industrialupgrade:baseblockalloy:0, Block of Aluminium Bronze
industrialupgrade:baseblockalloy:1, Block of Titanium Aluminide
industrialupgrade:baseblockalloy:2, Block of Red Brass
industrialupgrade:baseblockalloy:3, Block of Muntz Metal
industrialupgrade:baseblockalloy:4, Block of Nichrome
industrialupgrade:baseblockalloy:5, Block of Alclad
industrialupgrade:baseblockalloy:6, Block of Vanadium Aluminium
industrialupgrade:baseblockalloy:7, Block of Vitalium
industrialupgrade:baseblockalloy:8, Block of Duralumin
industrialupgrade:baseblockalloy:9, Block of Ferromanganese
industrialupgrade:baseblockingot:0, Block of Michalov
industrialupgrade:baseblockingot:1, Block of Aluminium
industrialupgrade:baseblockingot:2, Block of Vanadium
industrialupgrade:baseblockingot:3, Block of Tungsten
industrialupgrade:baseblockingot:4, Block of Invar
industrialupgrade:baseblockingot:5, Block of Caravky
industrialupgrade:baseblockingot:6, Block of Cobalt
industrialupgrade:baseblockingot:7, Block of Magnesium
industrialupgrade:baseblockingot:8, Block of Nickel
industrialupgrade:baseblockingot:9, Block of Platinum
industrialupgrade:baseblockingot:10, Block of Titanium
industrialupgrade:baseblockingot:11, Block of Chromium
industrialupgrade:baseblockingot:12, Block of Spinel
industrialupgrade:baseblockingot:13, Block of Electrum
industrialupgrade:baseblockingot:14, Block of Silver
industrialupgrade:baseblockingot:15, Block of Zinc
industrialupgrade:baseblockingot1:0, Block of Manganese
industrialupgrade:baseblockingot1:1, Block of Iridium
industrialupgrade:baseblockingot1:2, Block of Germanium
industrialupgrade:blockprecious:0, Block of Ruby
industrialupgrade:blockprecious:1, Block of Sapphire
industrialupgrade:blockprecious:2, Block of Topaz
industrialupgrade:blockpreciousore:0, Ruby Ore
industrialupgrade:blockpreciousore:1, Sapphire Ore
industrialupgrade:blockpreciousore:2, Topaz Ore
industrialupgrade:baseore:0, Michalov Ore
industrialupgrade:baseore:1, Aluminium Ore
industrialupgrade:baseore:2, Vanadium Ore
industrialupgrade:baseore:3, Tungsten Ore
industrialupgrade:baseore:4, Cobalt Ore
industrialupgrade:baseore:5, Magnesium Ore
industrialupgrade:baseore:6, Nickel Ore
industrialupgrade:baseore:7, Platinum Ore
industrialupgrade:baseore:8, Titanium Ore
industrialupgrade:baseore:9, Chromium Ore
industrialupgrade:baseore:10, Spinel Ore
industrialupgrade:baseore:11, Silver Ore
industrialupgrade:baseore:12, Zinc Ore
industrialupgrade:baseore:13, Manganese Ore
industrialupgrade:baseore:14, Iridium Ore
industrialupgrade:baseore:15, Germanium Ore
industrialupgrade:heavyore:0, Magnetite
industrialupgrade:heavyore:1, Calaverite
industrialupgrade:heavyore:2, Galena
industrialupgrade:heavyore:3, Nickelite
industrialupgrade:heavyore:4, Pyrite
industrialupgrade:heavyore:5, Quartzite
industrialupgrade:heavyore:6, Uranite
industrialupgrade:heavyore:7, Azurite
industrialupgrade:heavyore:8, Rhodonite
industrialupgrade:heavyore:9, Ahlfeldite
industrialupgrade:heavyore:10, Euxenite
industrialupgrade:heavyore:11, Smithsonite
industrialupgrade:heavyore:12, Ilmenite
industrialupgrade:heavyore:13, Todorokite
industrialupgrade:heavyore:14, Ferroaugite
industrialupgrade:heavyore:15, Scheelite
industrialupgrade:blockradiationore:0, Americium Ore
industrialupgrade:blockradiationore:1, Neptunium Ore
industrialupgrade:blockradiationore:2, Curium Ore
industrialupgrade:veinoil:0, Oil Vein
industrialupgrade:thorium_ore:0, Thorium Ore
industrialupgrade:itemiucrafring:0, Irradiant Uranium
industrialupgrade:itemiucrafring:1, Irradiant Glass Surface
industrialupgrade:itemiucrafring:2, Uranium Ingot
industrialupgrade:itemiucrafring:3, Molecular Transformer Core
industrialupgrade:nanopickaxe, §7Nano Pickaxe
industrialupgrade:nanoshovel, §7Nano Shovel
industrialupgrade:nanoaxe, §7Nano Axe
industrialupgrade:quantumpickaxe, §fQuantum Pickaxe
industrialupgrade:quantumshovel, §fQuantum Shovel
industrialupgrade:quantumaxe, §fQuantum Axe
industrialupgrade:spectralpickaxe, §eSpectral Pickaxe
industrialupgrade:ultddrill, Perfect Drill
industrialupgrade:spectralshovel, §eSpectral Shovel
industrialupgrade:spectralaxe, §eSpectral Axe
industrialupgrade:nano_bow, Nano Bow
industrialupgrade:quantum_bow, Quantum Bow
industrialupgrade:spectral_bow, Spectral Bow
industrialupgrade:itemnanosaber, iu.itemNanoSaber.name
industrialupgrade:itemnanosaber1, iu.itemNanoSaber1.name
industrialupgrade:itemarmorquantumhelmet, supersolarpanels.itemArmorQuantumHelmet.name
industrialupgrade:itemarmorquantumchestplate, supersolarpanels.itemArmorQuantumChestplate.name
industrialupgrade:itemarmorquantumlegs, supersolarpanels.itemArmorQuantumLegs.name
industrialupgrade:itemarmorquantumboots, supersolarpanels.itemArmorQuantumBoots.name
industrialupgrade:nanodrill, Nano Drill
industrialupgrade:quantumdrill, Quantum Drill
industrialupgrade:spectraldrill, Spectral Drill
industrialupgrade:advjetpack, advjetpack.name.name
industrialupgrade:impjetpack, impjetpack.name.name
industrialupgrade:perjetpack, perjetpack.name.name
industrialupgrade:spectral_solar_helmet, item.spectral_solar_helmet.name.name
industrialupgrade:singular_solar_helmet, item.singular_solar_helmet.name.name
industrialupgrade:advanced_solar_helmet, item.advanced_solar_helmet.name.name
